$outgn
 [1] "GEN9"    "GEN116"  "GEN189"  "GEN238"  "GEN294"  "GEN327"  "GEN328" 
 [8] "GEN372"  "GEN385"  "GEN389"  "GEN461"  "GEN632"  "GEN645"  "GEN697" 
[15] "GEN732"  "GEN751"  "GEN767"  "GEN804"  "GEN893"  "GEN915"  "GEN929" 
[22] "GEN995"  "GEN1067" "GEN1078" "GEN1207" "GEN1237" "GEN1242"

$outsp
character(0)

$outcell
 Species                            Genes    
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN944" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN944" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN945" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN945" 
 "Dickeya_solani..RNS070773BDs"     "GEN946" 
 "Dickeya_solani..PPO9019Ds"        "GEN946" 
 "Dickeya_paradisiaca..Ech703Dp"    "GEN947" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN947" 
 "Dickeya_chrysanthem..NCPPB3533Dc" "GEN947" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN948" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN950" 
 "Dickeya_solani..M005Ds"           "GEN951" 
 "Dickeya_zeae..Ech586Dz"           "GEN952" 
 "Dickeya_sp..MK7Ds"                "GEN954" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN955" 
 "Dickeya_solani..M005Ds"           "GEN955" 
 "Dickeya_zeae..EC1Dz"              "GEN956" 
 "Dickeya_zeae..DZ2QDz"             "GEN957" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN958" 
 "Dickeya_solani..RNS050512ADs"     "GEN958" 
 "Dickeya_zeae..MS1Dz"              "GEN958" 
 "Dickeya_solani..RNS070773BDs"     "GEN959" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN961" 
 "Dickeya_sp..NCPPB569Ds"           "GEN961" 
 "Dickeya_sp..CSLRW240Ds"           "GEN962" 
 "Dickeya_chrysanthem..M074Dc"      "GEN962" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN963" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN963" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN963" 
 "Dickeya_zeae..DZ2QDz"             "GEN964" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN965" 
 "Dickeya_sp..CSLRW240Ds"           "GEN967" 
 "Dickeya_chrysanthem..M074Dc"      "GEN967" 
 "Dickeya_dadantii..3937Dd"         "GEN968" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN968" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN970" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN971" 
 "Dickeya_solani..M005Ds"           "GEN971" 
 "Dickeya_solani..RNS08082331ADs"   "GEN972" 
 "Dickeya_solani..IPO2222Ds"        "GEN972" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN974" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN975" 
 "Dickeya_sp..2B12Ds"               "GEN976" 
 "Dickeya_solani..RNS070773BDs"     "GEN977" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN977" 
 "Dickeya_zeae..Ech586Dz"           "GEN977" 
 "Dickeya_solani..RNS070773BDs"     "GEN978" 
 "Dickeya_solani..RNS050512ADs"     "GEN978" 
 "Dickeya_solani..RNS070773BDs"     "GEN979" 
 "Dickeya_solani..RNS050512ADs"     "GEN979" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN982" 
 "Cedecea_neteri..ND14bCn"          "GEN983" 
 "Dickeya_sp..MK7Ds"                "GEN983" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN985" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN985" 
 "Dickeya_sp..S1Ds"                 "GEN986" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN986" 
 "Dickeya_solani..PPO9019Ds"        "GEN986" 
 "Dickeya_dadantii..3937Dd"         "GEN988" 
 "Dickeya_solani..RNS050512ADs"     "GEN988" 
 "Dickeya_zeae..MS1Dz"              "GEN988" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN989" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN992" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN993" 
 "Dickeya_solani..RNS050512ADs"     "GEN994" 
 "Dickeya_zeae..MS1Dz"              "GEN994" 
 "Dickeya_solani..RNS070773BDs"     "GEN996" 
 "Dickeya_solani..RNS050512ADs"     "GEN996" 
 "Dickeya_solani..RNS050512ADs"     "GEN997" 
 "Dickeya_zeae..Ech586Dz"           "GEN998" 
 "Dickeya_sp..MK7Ds"                "GEN1000"
 "Dickeya_solani..RNS050512ADs"     "GEN1000"
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN1002"
 "Dickeya_solani..IPO2222Ds"        "GEN1002"
 "Dickeya_solani..GBBC2040Ds"       "GEN1004"
 "Dickeya_sp..MK7Ds"                "GEN1004"
 "Dickeya_dadantii..3937Dd"         "GEN1005"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1005"
 "Dickeya_solani..RNS050512ADs"     "GEN1005"
 "Dickeya_zeae..MS1Dz"              "GEN1005"
 "Cedecea_neteri..ND14bCn"          "GEN1006"
 "Dickeya_zeae..DZ2QDz"             "GEN1008"
 "Dickeya_zeae..DZ2QDz"             "GEN1009"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1010"
 "Dickeya_dianthicola..IPO980Dd"    "GEN1010"
 "Dickeya_chrysanthem..M074Dc"      "GEN1012"
 "Dickeya_sp..S1Ds"                 "GEN1013"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1013"
 "Dickeya_solani..RNS050512ADs"     "GEN1014"
 "Dickeya_solani..M005Ds"           "GEN1014"
 "Dickeya_dadantii..3937Dd"         "GEN1015"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1015"
 "Dickeya_solani..RNS050512ADs"     "GEN1015"
 "Dickeya_solani..RNS070773BDs"     "GEN1016"
 "Dickeya_zeae..Ech586Dz"           "GEN1016"
 "Dickeya_solani..RNS070773BDs"     "GEN1018"
 "Dickeya_solani..RNS050512ADs"     "GEN1018"
 "Cedecea_neteri..ND14bCn"          "GEN1021"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1023"
 "Serratia_sp..ATCC39006Ss"         "GEN1023"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1024"
 "Serratia_sp..ATCC39006Ss"         "GEN1026"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1028"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1029"
 "Dickeya_solani..RNS050512ADs"     "GEN1029"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1029"
 "Dickeya_zeae..EC1Dz"              "GEN1030"
 "Dickeya_paradisiaca..Ech703Dp"    "GEN1031"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1031"
 "Dickeya_solani..IPO2222Ds"        "GEN1031"
 "Dickeya_dadantii..3937Dd"         "GEN1034"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1034"
 "Dickeya_solani..RNS050512ADs"     "GEN1034"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1034"
 "Dickeya_zeae..MS1Dz"              "GEN1036"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1037"
 "Dickeya_aquatica..DW0440Da"       "GEN1038"
 "Dickeya_chrysanthem..M074Dc"      "GEN1038"
 "Dickeya_sp..2B12Ds"               "GEN1040"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1042"
 "Dickeya_zeae..DZ2QDz"             "GEN1043"
 "Dickeya_sp..2B12Ds"               "GEN1045"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1046"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1047"
 "Dickeya_sp..B16Ds"                "GEN1048"
 "Dickeya_zeae..DZ2QDz"             "GEN1048"
 "Cedecea_neteri..ND14bCn"          "GEN1051"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1052"
 "Dickeya_solani..RNS070773BDs"     "GEN1052"
 "Dickeya_solani..GBBC2040Ds"       "GEN1054"
 "Dickeya_zeae..DZ2QDz"             "GEN1056"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1058"
 "Dickeya_chrysanthem..M074Dc"      "GEN1058"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1059"
 "Dickeya_solani..MK16Ds"           "GEN1061"
 "Dickeya_solani..PPO9134Ds"        "GEN1061"
 "Dickeya_solani..PPO9019Ds"        "GEN1061"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1062"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1062"
 "Dickeya_chrysanthem..M074Dc"      "GEN1062"
 "Dickeya_solani..RNS050512ADs"     "GEN1063"
 "Dickeya_solani..PPO9019Ds"        "GEN1066"
 "Dickeya_solani..RNS070773BDs"     "GEN1070"
 "Dickeya_solani..RNS050512ADs"     "GEN1070"
 "Dickeya_solani..GBBC2040Ds"       "GEN1071"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1073"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1073"
 "Dickeya_solani..IPO2222Ds"        "GEN1075"
 "Dickeya_solani..M005Ds"           "GEN1077"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1079"
 "Dickeya_zeae..MK19Dz"             "GEN1079"
 "Dickeya_aquatica..localstrainDa"  "GEN1080"
 "Dickeya_solani..GBBC2040Ds"       "GEN1080"
 "Dickeya_sp..S1Ds"                 "GEN1080"
 "Dickeya_solani..GBBC2040Ds"       "GEN1082"
 "Dickeya_zeae..DZ2QDz"             "GEN1082"
 "Serratia_sp..ATCC39006Ss"         "GEN1082"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1084"
 "Dickeya_zeae..MK19Dz"             "GEN1085"
 "Dickeya_sp..2B12Ds"               "GEN1085"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1085"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1086"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1087"
 "Dickeya_sp..S1Ds"                 "GEN1088"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1089"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1091"
 "Dickeya_dadantii..3937Dd"         "GEN1091"
 "Dickeya_solani..RNS050512ADs"     "GEN1091"
 "Dickeya_solani..IFB0099Ds"        "GEN1092"
 "Cedecea_neteri..ND14bCn"          "GEN1093"
 "Cedecea_neteri..ND14bCn"          "GEN1094"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1095"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1096"
 "Dickeya_solani..RNS050512ADs"     "GEN1096"
 "Dickeya_solani..IFB0099Ds"        "GEN1097"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1098"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1099"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1100"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1102"
 "Dickeya_solani..RNS050512ADs"     "GEN1102"
 "Dickeya_zeae..MS1Dz"              "GEN1102"
 "Dickeya_sp..NCPPB569Ds"           "GEN1103"
 "Dickeya_zeae..MK19Dz"             "GEN1105"
 "Cedecea_neteri..ND14bCn"          "GEN1106"
 "Cedecea_neteri..ND14bCn"          "GEN1107"
 "Dickeya_sp..S1Ds"                 "GEN1108"
 "Dickeya_solani..PPO9019Ds"        "GEN1109"
 "Dickeya_solani..M005Ds"           "GEN1110"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1111"
 "Dickeya_dadantii..3937Dd"         "GEN1113"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1113"
 "Dickeya_solani..RNS050512ADs"     "GEN1113"
 "Dickeya_zeae..MS1Dz"              "GEN1113"
 "Dickeya_zeae..Ech586Dz"           "GEN1113"
 "Dickeya_solani..RNS070773BDs"     "GEN1114"
 "Dickeya_solani..RNS050512ADs"     "GEN1114"
 "Dickeya_zeae..MK19Dz"             "GEN1115"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1116"
 "Dickeya_dadantii..3937Dd"         "GEN1116"
 "Serratia_sp..ATCC39006Ss"         "GEN1116"
 "Dickeya_sp..MK7Ds"                "GEN1117"
 "Dickeya_zeae..Ech586Dz"           "GEN1119"
 "Dickeya_solani..RNS08082331ADs"   "GEN1120"
 "Dickeya_sp..B16Ds"                "GEN1120"
 "Dickeya_sp..MK7Ds"                "GEN1120"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1121"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1122"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1123"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1123"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1123"
 "Dickeya_solani..M005Ds"           "GEN1123"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1124"
 "Dickeya_solani..RNS050512ADs"     "GEN1125"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1126"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1127"
 "Dickeya_dadantii..3937Dd"         "GEN1127"
 "Dickeya_solani..RNS050512ADs"     "GEN1127"
 "Dickeya_zeae..MS1Dz"              "GEN1127"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1129"
 "Dickeya_solani..M005Ds"           "GEN1129"
 "Dickeya_zeae..DZ2QDz"             "GEN1130"
 "Dickeya_solani..M005Ds"           "GEN1130"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1131"
 "Dickeya_solani..RNS070773BDs"     "GEN1131"
 "Dickeya_zeae..MS1Dz"              "GEN1135"
 "Dickeya_zeae..Ech586Dz"           "GEN1135"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1136"
 "Dickeya_solani..RNS050512ADs"     "GEN1136"
 "Dickeya_zeae..Ech586Dz"           "GEN1136"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1137"
 "Dickeya_zeae..Ech586Dz"           "GEN1137"
 "Dickeya_dadantii..3937Dd"         "GEN1139"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1139"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1139"
 "Dickeya_dadantii..3937Dd"         "GEN1142"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1142"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1143"
 "Dickeya_chrysanthem..M074Dc"      "GEN1144"
 "Dickeya_solani..M005Ds"           "GEN1144"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1146"
 "Dickeya_sp..MK7Ds"                "GEN1146"
 "Dickeya_sp..NCPPB569Ds"           "GEN1147"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1148"
 "Dickeya_solani..RNS070773BDs"     "GEN1149"
 "Dickeya_solani..RNS050512ADs"     "GEN1149"
 "Dickeya_zeae..DZ2QDz"             "GEN1149"
 "Dickeya_zeae..Ech586Dz"           "GEN1150"
 "Dickeya_zeae..MK19Dz"             "GEN1151"
 "Dickeya_zeae..Ech586Dz"           "GEN1151"
 "Dickeya_solani..RNS070773BDs"     "GEN1155"
 "Dickeya_solani..M005Ds"           "GEN1155"
 "Dickeya_solani..RNS050512ADs"     "GEN1156"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1156"
 "Dickeya_zeae..MS1Dz"              "GEN1156"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1157"
 "Dickeya_zeae..Ech586Dz"           "GEN1157"
 "Serratia_sp..ATCC39006Ss"         "GEN1157"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1158"
 "Dickeya_sp..S1Ds"                 "GEN1158"
 "Dickeya_solani..RNS070773BDs"     "GEN1159"
 "Dickeya_zeae..MK19Dz"             "GEN1159"
 "Cedecea_neteri..ND14bCn"          "GEN1160"
 "Dickeya_sp..B16Ds"                "GEN1161"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1162"
 "Dickeya_zeae..DZ2QDz"             "GEN1164"
 "Dickeya_sp..S1Ds"                 "GEN1164"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1166"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1166"
 "Dickeya_solani..RNS08082331ADs"   "GEN1167"
 "Dickeya_solani..RNS070773BDs"     "GEN1167"
 "Dickeya_aquatica..localstrainDa"  "GEN1167"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1168"
 "Dickeya_solani..IFB0099Ds"        "GEN1169"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1170"
 "Dickeya_solani..RNS050512ADs"     "GEN1170"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1170"
 "Dickeya_solani..MK10Ds"           "GEN1172"
 "Dickeya_solani..IPO2222Ds"        "GEN1172"
 "Dickeya_solani..RNS050512ADs"     "GEN1173"
 "Dickeya_zeae..MS1Dz"              "GEN1173"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1173"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1173"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1174"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1174"
 "Dickeya_zeae..DZ2QDz"             "GEN1174"
 "Dickeya_sp..S1Ds"                 "GEN1174"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1174"
 "Dickeya_solani..RNS070773BDs"     "GEN1175"
 "Dickeya_solani..RNS050512ADs"     "GEN1175"
 "Dickeya_solani..RNS050512ADs"     "GEN1177"
 "Dickeya_zeae..MS1Dz"              "GEN1177"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1177"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1177"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1178"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1179"
 "Dickeya_zeae..MK19Dz"             "GEN1179"
 "Serratia_sp..ATCC39006Ss"         "GEN1179"
 "Dickeya_solani..RNS050512ADs"     "GEN1180"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1181"
 "Dickeya_solani..M005Ds"           "GEN1183"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1184"
 "Dickeya_sp..2B12Ds"               "GEN1184"
 "Dickeya_sp..MK7Ds"                "GEN1184"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1185"
 "Dickeya_chrysanthem..L11Dc"       "GEN1186"
 "Dickeya_zeae..MS1Dz"              "GEN1187"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1188"
 "Dickeya_solani..RNS050512ADs"     "GEN1188"
 "Dickeya_zeae..MS1Dz"              "GEN1188"
 "Dickeya_zeae..DZ2QDz"             "GEN1190"
 "Dickeya_zeae..Ech586Dz"           "GEN1191"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1192"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1192"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1192"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1193"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1193"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1195"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1196"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1196"
 "Dickeya_zeae..DZ2QDz"             "GEN1197"
 "Dickeya_solani..RNS08082331ADs"   "GEN1198"
 "Dickeya_solani..MK10Ds"           "GEN1198"
 "Dickeya_solani..PPO9019Ds"        "GEN1198"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1200"
 "Dickeya_sp..2B12Ds"               "GEN1200"
 "Dickeya_solani..RNS050512ADs"     "GEN1201"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1201"
 "Dickeya_zeae..MK19Dz"             "GEN1202"
 "Dickeya_zeae..EC1Dz"              "GEN1203"
 "Dickeya_sp..CSLRW240Ds"           "GEN1203"
 "Dickeya_dadantii..3937Dd"         "GEN1204"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1204"
 "Dickeya_zeae..MS1Dz"              "GEN1204"
 "Dickeya_solani..M005Ds"           "GEN1204"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1205"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1206"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1206"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1210"
 "Dickeya_solani..PPO9019Ds"        "GEN1210"
 "Dickeya_zeae..DZ2QDz"             "GEN1211"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1212"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1214"
 "Dickeya_paradisiaca..Ech703Dp"    "GEN1215"
 "Dickeya_solani..PPO9134Ds"        "GEN1216"
 "Dickeya_solani..PPO9019Ds"        "GEN1216"
 "Dickeya_sp..2B12Ds"               "GEN1216"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1217"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1218"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1218"
 "Dickeya_chrysanthem..M074Dc"      "GEN1219"
 "Dickeya_solani..M005Ds"           "GEN1220"
 "Dickeya_solani..IFB0099Ds"        "GEN1222"
 "Dickeya_sp..S1Ds"                 "GEN1223"
 "Serratia_sp..ATCC39006Ss"         "GEN1223"
 "Cedecea_neteri..ND14bCn"          "GEN1224"
 "Dickeya_aquatica..localstrainDa"  "GEN1226"
 "Dickeya_aquatica..DW0440Da"       "GEN1227"
 "Dickeya_zeae..DZ2QDz"             "GEN1227"
 "Cedecea_neteri..ND14bCn"          "GEN1227"
 "Dickeya_solani..PPO9134Ds"        "GEN1228"
 "Dickeya_solani..PPO9019Ds"        "GEN1228"
 "Dickeya_solani..RNS050512ADs"     "GEN1229"
 "Dickeya_zeae..MS1Dz"              "GEN1229"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1229"
 "Dickeya_solani..M005Ds"           "GEN1229"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1229"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1230"
 "Dickeya_zeae..Ech586Dz"           "GEN1231"
 "Dickeya_solani..PPO9019Ds"        "GEN1232"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1233"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1233"
 "Dickeya_zeae..Ech586Dz"           "GEN1235"
 "Dickeya_solani..RNS050512ADs"     "GEN1238"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1239"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1239"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1241"
 "Dickeya_chrysanthem..M074Dc"      "GEN1241"
 "Dickeya_dadantii..3937Dd"         "GEN1243"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1243"
 "Dickeya_solani..RNS050512ADs"     "GEN1243"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1244"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1244"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1244"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1245"
 "Dickeya_solani..PPO9019Ds"        "GEN1245"
 "Dickeya_zeae..DZ2QDz"             "GEN1246"
 "Dickeya_zeae..MS1Dz"              "GEN1246"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1246"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1246"
 "Dickeya_aquatica..DW0440Da"       "GEN1248"
 "Dickeya_zeae..Ech586Dz"           "GEN1248"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1249"
 "Dickeya_zeae..MK19Dz"             "GEN1249"
 "Dickeya_paradisiaca..Ech703Dp"    "GEN1250"
 "Dickeya_zeae..DZ2QDz"             "GEN1250"
 "Dickeya_sp..2B12Ds"               "GEN1252"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1254"
 "Dickeya_dadantii..3937Dd"         "GEN1254"
 "Dickeya_solani..RNS050512ADs"     "GEN1254"
 "Dickeya_solani..M005Ds"           "GEN1254"
 "Dickeya_zeae..DZ2QDz"             "GEN1256"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1257"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1259"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1259"
 "Serratia_sp..ATCC39006Ss"         "GEN1260"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1261"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1261"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1261"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1262"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1263"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1264"
 "Dickeya_zeae..MK19Dz"             "GEN1264"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1264"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1265"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1265"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1266"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1267"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1267"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1268"
 "Dickeya_dadantii..3937Dd"         "GEN1269"
 "Dickeya_dianthicola..IPO980Dd"    "GEN1269"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1269"
 "Dickeya_sp..2B12Ds"               "GEN1271"
 "Dickeya_dadantii..3937Dd"         "GEN1274"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1274"
 "Dickeya_solani..RNS050512ADs"     "GEN1274"
 "Dickeya_solani..RNS050512ADs"     "GEN1275"
 "Dickeya_solani..M005Ds"           "GEN1275"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1277"
 "Dickeya_sp..S1Ds"                 "GEN1277"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1277"
 "Dickeya_sp..CSLRW240Ds"           "GEN1278"
 "Dickeya_solani..RNS08082331ADs"   "GEN1278"
 "Dickeya_solani..RNS070773BDs"     "GEN1278"
 "Dickeya_zeae..EC1Dz"              "GEN1278"
 "Dickeya_dadantii..3937Dd"         "GEN1279"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1280"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1281"
 "Dickeya_dadantii..3937Dd"         "GEN1281"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1281"
 "Dickeya_solani..RNS08082331ADs"   "GEN1283"
 "Dickeya_sp..MK7Ds"                "GEN1283"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1285"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1286"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1286"
 "Dickeya_zeae..EC1Dz"              "GEN1288"
 "Dickeya_dadantii..3937Dd"         "GEN1290"
 "Dickeya_aquatica..DW0440Da"       "GEN1291"
 "Dickeya_sp..S1Ds"                 "GEN1291"
 "Dickeya_solani..M005Ds"           "GEN1294"
 "Cedecea_neteri..ND14bCn"          "GEN1295"
 "Dickeya_solani..GBBC2040Ds"       "GEN1296"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1297"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1297"
 "Dickeya_chrysanthem..L11Dc"       "GEN1297"
 "Dickeya_solani..RNS070773BDs"     "GEN1298"
 "Dickeya_solani..RNS050512ADs"     "GEN1298"
 "Dickeya_dadantii..3937Dd"         "GEN1299"
 "Dickeya_solani..PPO9019Ds"        "GEN1301"
